  0.00000000E+00 -0.20541890E+02
  0.95298611E-02 -0.20541814E+02
  0.19059722E-01 -0.20541586E+02
  0.28589583E-01 -0.20541206E+02
  0.38119445E-01 -0.20540676E+02
  0.47649306E-01 -0.20539995E+02
  0.57179167E-01 -0.20539165E+02
  0.66709028E-01 -0.20538186E+02
  0.76238889E-01 -0.20537061E+02
  0.85768750E-01 -0.20535790E+02
  0.95298611E-01 -0.20534375E+02
  0.10482847E+00 -0.20532818E+02
  0.11435833E+00 -0.20531120E+02
  0.12388819E+00 -0.20529282E+02
  0.13341806E+00 -0.20527307E+02
  0.14294792E+00 -0.20525195E+02
  0.15247778E+00 -0.20522949E+02
  0.16200764E+00 -0.20520571E+02
  0.17153750E+00 -0.20518061E+02
  0.18106736E+00 -0.20515422E+02
  0.19059722E+00 -0.20512656E+02
  0.20012708E+00 -0.20509765E+02
  0.20965695E+00 -0.20506750E+02
  0.21918681E+00 -0.20503615E+02
  0.22871667E+00 -0.20500361E+02
  0.23824653E+00 -0.20496991E+02
  0.24777639E+00 -0.20493509E+02
  0.25730625E+00 -0.20489916E+02
  0.26683611E+00 -0.20486218E+02
  0.27636597E+00 -0.20482416E+02
  0.28589583E+00 -0.20478515E+02
  0.29542570E+00 -0.20474519E+02
  0.30495556E+00 -0.20470431E+02
  0.31448542E+00 -0.20466255E+02
  0.32401528E+00 -0.20461996E+02
  0.33354514E+00 -0.20457659E+02
  0.34307500E+00 -0.20453246E+02
  0.35260486E+00 -0.20448762E+02
  0.36213472E+00 -0.20444212E+02
  0.37166458E+00 -0.20439600E+02
  0.38119445E+00 -0.20434930E+02
  0.39072431E+00 -0.20430206E+02
  0.40025417E+00 -0.20425432E+02
  0.40978403E+00 -0.20420613E+02
  0.41931389E+00 -0.20415752E+02
  0.42884375E+00 -0.20410855E+02
  0.43837361E+00 -0.20405924E+02
  0.44790347E+00 -0.20400965E+02
  0.45743333E+00 -0.20395981E+02
  0.46696320E+00 -0.20390977E+02
  0.47649306E+00 -0.20385957E+02
  0.48602292E+00 -0.20380925E+02
  0.49555278E+00 -0.20375888E+02
  0.50508264E+00 -0.20370847E+02
  0.51461250E+00 -0.20365810E+02
  0.52414236E+00 -0.20360780E+02
  0.53367222E+00 -0.20355762E+02
  0.54320208E+00 -0.20350761E+02
  0.55273195E+00 -0.20345782E+02
  0.56226181E+00 -0.20340830E+02
  0.57179167E+00 -0.20335910E+02
  0.58132153E+00 -0.20331027E+02
  0.59085139E+00 -0.20326186E+02
  0.60038125E+00 -0.20321392E+02
  0.60991111E+00 -0.20316649E+02
  0.61944097E+00 -0.20311963E+02
  0.62897084E+00 -0.20307338E+02
  0.63850070E+00 -0.20302780E+02
  0.64803056E+00 -0.20298292E+02
  0.65756042E+00 -0.20293880E+02
  0.66709028E+00 -0.20289547E+02
  0.67662014E+00 -0.20285299E+02
  0.68615000E+00 -0.20281140E+02
  0.69567986E+00 -0.20277074E+02
  0.70520972E+00 -0.20273106E+02
  0.71473959E+00 -0.20269239E+02
  0.72426945E+00 -0.20265478E+02
  0.73379931E+00 -0.20261827E+02
  0.74332917E+00 -0.20258290E+02
  0.75285903E+00 -0.20254870E+02
  0.76238889E+00 -0.20251572E+02
  0.77191875E+00 -0.20248399E+02
  0.78144861E+00 -0.20245355E+02
  0.79097847E+00 -0.20242444E+02
  0.80050834E+00 -0.20239668E+02
  0.81003820E+00 -0.20237031E+02
  0.81956806E+00 -0.20234536E+02
  0.82909792E+00 -0.20232186E+02
  0.83862778E+00 -0.20229985E+02
  0.84815764E+00 -0.20227935E+02
  0.85768750E+00 -0.20226039E+02
  0.86721736E+00 -0.20224301E+02
  0.87674722E+00 -0.20222724E+02
  0.88627709E+00 -0.20221311E+02
  0.89580695E+00 -0.20220066E+02
  0.90533681E+00 -0.20218995E+02
  0.91486667E+00 -0.20218103E+02
  0.92439653E+00 -0.20217397E+02
  0.93392639E+00 -0.20216885E+02
  0.94345625E+00 -0.20216573E+02
  0.95298611E+00 -0.20216467E+02
  0.96247244E+00 -0.20216451E+02
  0.97195876E+00 -0.20216400E+02
  0.98144509E+00 -0.20216315E+02
  0.99093141E+00 -0.20216194E+02
  0.10004177E+01 -0.20216034E+02
  0.10099041E+01 -0.20215834E+02
  0.10193904E+01 -0.20215593E+02
  0.10288767E+01 -0.20215309E+02
  0.10383630E+01 -0.20214981E+02
  0.10478494E+01 -0.20214610E+02
  0.10573357E+01 -0.20214194E+02
  0.10668220E+01 -0.20213734E+02
  0.10763083E+01 -0.20213230E+02
  0.10857946E+01 -0.20212683E+02
  0.10952810E+01 -0.20212094E+02
  0.11047673E+01 -0.20211465E+02
  0.11142536E+01 -0.20210795E+02
  0.11237399E+01 -0.20210088E+02
  0.11332263E+01 -0.20209343E+02
  0.11427126E+01 -0.20208564E+02
  0.11521989E+01 -0.20207752E+02
  0.11616852E+01 -0.20206909E+02
  0.11711716E+01 -0.20206038E+02
  0.11806579E+01 -0.20205140E+02
  0.11901442E+01 -0.20204218E+02
  0.11996305E+01 -0.20203275E+02
  0.12091169E+01 -0.20202313E+02
  0.12186032E+01 -0.20201336E+02
  0.12280895E+01 -0.20200345E+02
  0.12375758E+01 -0.20199343E+02
  0.12470622E+01 -0.20198334E+02
  0.12565485E+01 -0.20197320E+02
  0.12660348E+01 -0.20196304E+02
  0.12755211E+01 -0.20195290E+02
  0.12850075E+01 -0.20194279E+02
  0.12944938E+01 -0.20193276E+02
  0.13039801E+01 -0.20192282E+02
  0.13134664E+01 -0.20191302E+02
  0.13229527E+01 -0.20190338E+02
  0.13324391E+01 -0.20189394E+02
  0.13419254E+01 -0.20188471E+02
  0.13514117E+01 -0.20187575E+02
  0.13608980E+01 -0.20186707E+02
  0.13703844E+01 -0.20185871E+02
  0.13798707E+01 -0.20185070E+02
  0.13893570E+01 -0.20184308E+02
  0.13988433E+01 -0.20183588E+02
  0.14083297E+01 -0.20182913E+02
  0.14178160E+01 -0.20182286E+02
  0.14273023E+01 -0.20181712E+02
  0.14367886E+01 -0.20181192E+02
  0.14462750E+01 -0.20180732E+02
  0.14557613E+01 -0.20180333E+02
  0.14652476E+01 -0.20180000E+02
  0.14747339E+01 -0.20179735E+02
  0.14842203E+01 -0.20179542E+02
  0.14937066E+01 -0.20179423E+02
  0.15031929E+01 -0.20179383E+02
  0.15127617E+01 -0.20179424E+02
  0.15223305E+01 -0.20179550E+02
  0.15318993E+01 -0.20179763E+02
  0.15414682E+01 -0.20180065E+02
  0.15510370E+01 -0.20180460E+02
  0.15606058E+01 -0.20180949E+02
  0.15701746E+01 -0.20181536E+02
  0.15797434E+01 -0.20182222E+02
  0.15893122E+01 -0.20183010E+02
  0.15988810E+01 -0.20183901E+02
  0.16084499E+01 -0.20184897E+02
  0.16180187E+01 -0.20186000E+02
  0.16275875E+01 -0.20187212E+02
  0.16371563E+01 -0.20188534E+02
  0.16467251E+01 -0.20189968E+02
