#No.   Fermi energy(eV)   SHC((hbar/e)*S/cm)
1483    -5.118167    0.12324027E+01
1484    -5.117167    0.12234278E+01
1485    -5.116167    0.12142659E+01
1486    -5.115167    0.12049185E+01
1487    -5.114167    0.11953873E+01
1488    -5.113167    0.11856739E+01
1489    -5.112167    0.11757799E+01
1490    -5.111167    0.11657069E+01
1491    -5.110167    0.11554566E+01
1492    -5.109167    0.11450306E+01
1493    -5.108167    0.11344305E+01
1494    -5.107167    0.11236579E+01
1495    -5.106167    0.11127146E+01
1496    -5.105167    0.11016020E+01
1497    -5.104167    0.10903219E+01
1498    -5.103167    0.10788759E+01
1499    -5.102167    0.10672657E+01
1500    -5.101167    0.10554930E+01
1501    -5.100167    0.10435595E+01
1502    -5.099167    0.10314669E+01
1503    -5.098167    0.10192170E+01
1504    -5.097167    0.10068114E+01
1505    -5.096167    0.99425209E+00
1506    -5.095167    0.98154074E+00
1507    -5.094167    0.96867923E+00
1508    -5.093167    0.95566943E+00
1509    -5.092167    0.94251324E+00
1510    -5.091167    0.92921261E+00
1511    -5.090167    0.91576951E+00
1512    -5.089167    0.90218597E+00
1513    -5.088167    0.88846406E+00
1514    -5.087167    0.87460588E+00
1515    -5.086167    0.86061361E+00
1516    -5.085167    0.84648948E+00
1517    -5.084167    0.83223577E+00
1518    -5.083167    0.81785481E+00
1519    -5.082167    0.80334903E+00
1520    -5.081167    0.78872091E+00
1521    -5.080167    0.77397300E+00
1522    -5.079167    0.75910794E+00
1523    -5.078167    0.74412845E+00
1524    -5.077167    0.72903735E+00
1525    -5.076167    0.71383752E+00
1526    -5.075167    0.69853196E+00
1527    -5.074167    0.68312378E+00
1528    -5.073167    0.66761618E+00
1529    -5.072167    0.65201248E+00
1530    -5.071167    0.63631611E+00
1531    -5.070167    0.62053064E+00
1532    -5.069167    0.60465973E+00
1533    -5.068167    0.58870722E+00
1534    -5.067167    0.57267706E+00
1535    -5.066167    0.55657334E+00
1536    -5.065167    0.54040031E+00
1537    -5.064167    0.52416237E+00
1538    -5.063167    0.50786408E+00
1539    -5.062167    0.49151016E+00
1540    -5.061167    0.47510551E+00
1541    -5.060167    0.45865518E+00
1542    -5.059167    0.44216444E+00
1543    -5.058167    0.42563870E+00
1544    -5.057167    0.40908357E+00
1545    -5.056167    0.39250487E+00
1546    -5.055167    0.37590861E+00
1547    -5.054167    0.35930097E+00
1548    -5.053167    0.34268836E+00
1549    -5.052167    0.32607740E+00
1550    -5.051167    0.30947490E+00
1551    -5.050167    0.29288789E+00
1552    -5.049167    0.27632360E+00
1553    -5.048167    0.25978949E+00
1554    -5.047167    0.24329321E+00
1555    -5.046167    0.22684264E+00
1556    -5.045167    0.21044586E+00
1557    -5.044167    0.19411118E+00
1558    -5.043167    0.17784710E+00
1559    -5.042167    0.16166233E+00
1560    -5.041167    0.14556578E+00
1561    -5.040167    0.12956657E+00
1562    -5.039167    0.11367400E+00
1563    -5.038167    0.97897568E-01
1564    -5.037167    0.82246943E-01
1565    -5.036167    0.66731977E-01
1566    -5.035167    0.51362684E-01
1567    -5.034167    0.36149236E-01
1568    -5.033167    0.21101951E-01
1569    -5.032167    0.62312841E-02
1570    -5.031167   -0.84521852E-02
1571    -5.030167   -0.22937765E-01
1572    -5.029167   -0.37214664E-01
1573    -5.028167   -0.51272007E-01
1574    -5.027167   -0.65098846E-01
1575    -5.026167   -0.78684181E-01
1576    -5.025167   -0.92016973E-01
1577    -5.024167   -0.10508616E+00
1578    -5.023167   -0.11788068E+00
1579    -5.022167   -0.13038949E+00
1580    -5.021167   -0.14260156E+00
1581    -5.020167   -0.15450594E+00
1582    -5.019167   -0.16609175E+00
1583    -5.018167   -0.17734818E+00
1584    -5.017167   -0.18826457E+00
1585    -5.016167   -0.19883036E+00
1586    -5.015167   -0.20903517E+00
1587    -5.014167   -0.21886880E+00
1588    -5.013167   -0.22832123E+00
1589    -5.012167   -0.23738269E+00
1590    -5.011167   -0.24604363E+00
1591    -5.010167   -0.25429476E+00
1592    -5.009167   -0.26212708E+00
1593    -5.008167   -0.26953191E+00
1594    -5.007167   -0.27650087E+00
1595    -5.006167   -0.28302592E+00
1596    -5.005167   -0.28909940E+00
1597    -5.004167   -0.29471400E+00
1598    -5.003167   -0.29986283E+00
1599    -5.002167   -0.30453937E+00
1600    -5.001167   -0.30873756E+00
1601    -5.000167   -0.31245175E+00
1602    -4.999167   -0.31567672E+00
1603    -4.998167   -0.31840773E+00
1604    -4.997167   -0.32064048E+00
1605    -4.996167   -0.32237114E+00
1606    -4.995167   -0.32359635E+00
1607    -4.994167   -0.32431322E+00
1608    -4.993167   -0.32451933E+00
1609    -4.992167   -0.32421272E+00
1610    -4.991167   -0.32339190E+00
1611    -4.990167   -0.32205585E+00
1612    -4.989167   -0.32020397E+00
1613    -4.988167   -0.31783613E+00
1614    -4.987167   -0.31495259E+00
1615    -4.986167   -0.31155406E+00
1616    -4.985167   -0.30764161E+00
1617    -4.984167   -0.30321670E+00
1618    -4.983167   -0.29828113E+00
1619    -4.982167   -0.29283704E+00
1620    -4.981167   -0.28688688E+00
1621    -4.980167   -0.28043334E+00
1622    -4.979167   -0.27347939E+00
1623    -4.978167   -0.26602822E+00
1624    -4.977167   -0.25808316E+00
1625    -4.976167   -0.24964774E+00
1626    -4.975167   -0.24072556E+00
1627    -4.974167   -0.23132034E+00
1628    -4.973167   -0.22143582E+00
1629    -4.972167   -0.21107572E+00
1630    -4.971167   -0.20024378E+00
1631    -4.970167   -0.18894362E+00
1632    -4.969167   -0.17717876E+00
1633    -4.968167   -0.16495258E+00
1634    -4.967167   -0.15226826E+00
1635    -4.966167   -0.13912875E+00
1636    -4.965167   -0.12553673E+00
1637    -4.964167   -0.11149459E+00
1638    -4.963167   -0.97004376E-01
1639    -4.962167   -0.82067749E-01
1640    -4.961167   -0.66685971E-01
1641    -4.960167   -0.50859860E-01
1642    -4.959167   -0.34589763E-01
1643    -4.958167   -0.17875529E-01
1644    -4.957167   -0.71647494E-03
1645    -4.956167    0.16888630E-01
1646    -4.955167    0.34941595E-01
1647    -4.954167    0.53444824E-01
1648    -4.953167    0.72401336E-01
1649    -4.952167    0.91814780E-01
1650    -4.951167    0.11168945E+00
1651    -4.950167    0.13203029E+00
1652    -4.949167    0.15284293E+00
1653    -4.948167    0.17413363E+00
1654    -4.947167    0.19590937E+00
1655    -4.946167    0.21817777E+00
1656    -4.945167    0.24094715E+00
1657    -4.944167    0.26422648E+00
1658    -4.943167    0.28802540E+00
1659    -4.942167    0.31235422E+00
1660    -4.941167    0.33722388E+00
1661    -4.940167    0.36264596E+00
1662    -4.939167    0.38863265E+00
1663    -4.938167    0.41519675E+00
1664    -4.937167    0.44235163E+00
1665    -4.936167    0.47011122E+00
1666    -4.935167    0.49848999E+00
1667    -4.934167    0.52750293E+00
1668    -4.933167    0.55716549E+00
1669    -4.932167    0.58749361E+00
1670    -4.931167    0.61850363E+00
1671    -4.930167    0.65021230E+00
1672    -4.929167    0.68263673E+00
1673    -4.928167    0.71579436E+00
1674    -4.927167    0.74970293E+00
1675    -4.926167    0.78438045E+00
1676    -4.925167    0.81984515E+00
1677    -4.924167    0.85611545E+00
1678    -4.923167    0.89320993E+00
1679    -4.922167    0.93114729E+00
1680    -4.921167    0.96994630E+00
1681    -4.920167    0.10096258E+01
1682    -4.919167    0.10502046E+01
1683    -4.918167    0.10917015E+01
1684    -4.917167    0.11341352E+01
1685    -4.916167    0.11775245E+01
1686    -4.915167    0.12218877E+01
1687    -4.914167    0.12672432E+01
1688    -4.913167    0.13136091E+01
1689    -4.912167    0.13610033E+01
1690    -4.911167    0.14094434E+01
1691    -4.910167    0.14589468E+01
1692    -4.909167    0.15095304E+01
1693    -4.908167    0.15612108E+01
1694    -4.907167    0.16140043E+01
1695    -4.906167    0.16679268E+01
1696    -4.905167    0.17229936E+01
1697    -4.904167    0.17792197E+01
1698    -4.903167    0.18366197E+01
1699    -4.902167    0.18952075E+01
1700    -4.901167    0.19549967E+01
1701    -4.900167    0.20160002E+01
1702    -4.899167    0.20782306E+01
1703    -4.898167    0.21416999E+01
1704    -4.897167    0.22064194E+01
1705    -4.896167    0.22724001E+01
1706    -4.895167    0.23396523E+01
1707    -4.894167    0.24081858E+01
1708    -4.893167    0.24780099E+01
1709    -4.892167    0.25491334E+01
1710    -4.891167    0.26215646E+01
1711    -4.890167    0.26953110E+01
1712    -4.889167    0.27703800E+01
1713    -4.888167    0.28467783E+01
1714    -4.887167    0.29245121E+01
1715    -4.886167    0.30035873E+01
1716    -4.885167    0.30840092E+01
1717    -4.884167    0.31657827E+01
1718    -4.883167    0.32489124E+01
1719    -4.882167    0.33334025E+01
1720    -4.881167    0.34192568E+01
1721    -4.880167    0.35064787E+01
1722    -4.879167    0.35950714E+01
1723    -4.878167    0.36850379E+01
1724    -4.877167    0.37763808E+01
1725    -4.876167    0.38691025E+01
1726    -4.875167    0.39632052E+01
1727    -4.874167    0.40586909E+01
1728    -4.873167    0.41555616E+01
1729    -4.872167    0.42538191E+01
1730    -4.871167    0.43534651E+01
1731    -4.870167    0.44545010E+01
1732    -4.869167    0.45569287E+01
1733    -4.868167    0.46607495E+01
1734    -4.867167    0.47659652E+01
1735    -4.866167    0.48725773E+01
1736    -4.865167    0.49805874E+01
1737    -4.864167    0.50899974E+01
1738    -4.863167    0.52008091E+01
1739    -4.862167    0.53130244E+01
1740    -4.861167    0.54266455E+01
1741    -4.860167    0.55416746E+01
1742    -4.859167    0.56581142E+01
1743    -4.858167    0.57759669E+01
1744    -4.857167    0.58952355E+01
1745    -4.856167    0.60159232E+01
1746    -4.855167    0.61380331E+01
1747    -4.854167    0.62615688E+01
1748    -4.853167    0.63865340E+01
1749    -4.852167    0.65129329E+01
1750    -4.851167    0.66407697E+01
1751    -4.850167    0.67700489E+01
1752    -4.849167    0.69007753E+01
1753    -4.848167    0.70329542E+01
1754    -4.847167    0.71665909E+01
1755    -4.846167    0.73016909E+01
1756    -4.845167    0.74382604E+01
1757    -4.844167    0.75763056E+01
1758    -4.843167    0.77158328E+01
1759    -4.842167    0.78568490E+01
1760    -4.841167    0.79993613E+01
1761    -4.840167    0.81433769E+01
1762    -4.839167    0.82889035E+01
1763    -4.838167    0.84359490E+01
1764    -4.837167    0.85845215E+01
1765    -4.836167    0.87346294E+01
1766    -4.835167    0.88862814E+01
1767    -4.834167    0.90394865E+01
1768    -4.833167    0.91942537E+01
1769    -4.832167    0.93505926E+01
1770    -4.831167    0.95085127E+01
1771    -4.830167    0.96680241E+01
1772    -4.829167    0.98291367E+01
1773    -4.828167    0.99918610E+01
1774    -4.827167    0.10156208E+02
1775    -4.826167    0.10322187E+02
1776    -4.825167    0.10489811E+02
1777    -4.824167    0.10659091E+02
1778    -4.823167    0.10830037E+02
1779    -4.822167    0.11002663E+02
1780    -4.821167    0.11176979E+02
1781    -4.820167    0.11352999E+02
1782    -4.819167    0.11530734E+02
1783    -4.818167    0.11710198E+02
1784    -4.817167    0.11891403E+02
1785    -4.816167    0.12074364E+02
1786    -4.815167    0.12259093E+02
1787    -4.814167    0.12445604E+02
1788    -4.813167    0.12633912E+02
1789    -4.812167    0.12824032E+02
1790    -4.811167    0.13015978E+02
1791    -4.810167    0.13209766E+02
1792    -4.809167    0.13405411E+02
1793    -4.808167    0.13602929E+02
1794    -4.807167    0.13802337E+02
1795    -4.806167    0.14003652E+02
1796    -4.805167    0.14206891E+02
1797    -4.804167    0.14412073E+02
1798    -4.803167    0.14619214E+02
1799    -4.802167    0.14828336E+02
1800    -4.801167    0.15039456E+02
1801    -4.800167    0.15252595E+02
1802    -4.799167    0.15467774E+02
1803    -4.798167    0.15685014E+02
1804    -4.797167    0.15904337E+02
1805    -4.796167    0.16125766E+02
1806    -4.795167    0.16349324E+02
1807    -4.794167    0.16575036E+02
1808    -4.793167    0.16802926E+02
1809    -4.792167    0.17033022E+02
1810    -4.791167    0.17265348E+02
1811    -4.790167    0.17499934E+02
1812    -4.789167    0.17736807E+02
1813    -4.788167    0.17975998E+02
1814    -4.787167    0.18217536E+02
1815    -4.786167    0.18461455E+02
1816    -4.785167    0.18707785E+02
1817    -4.784167    0.18956562E+02
1818    -4.783167    0.19207820E+02
1819    -4.782167    0.19461596E+02
1820    -4.781167    0.19717927E+02
1821    -4.780167    0.19976852E+02
1822    -4.779167    0.20238410E+02
1823    -4.778167    0.20502643E+02
1824    -4.777167    0.20769595E+02
1825    -4.776167    0.21039308E+02
1826    -4.775167    0.21311829E+02
1827    -4.774167    0.21587204E+02
1828    -4.773167    0.21865483E+02
1829    -4.772167    0.22146715E+02
1830    -4.771167    0.22430952E+02
1831    -4.770167    0.22718248E+02
1832    -4.769167    0.23008657E+02
1833    -4.768167    0.23302235E+02
1834    -4.767167    0.23599043E+02
1835    -4.766167    0.23899139E+02
1836    -4.765167    0.24202585E+02
1837    -4.764167    0.24509446E+02
1838    -4.763167    0.24819787E+02
1839    -4.762167    0.25133675E+02
1840    -4.761167    0.25451180E+02
1841    -4.760167    0.25772373E+02
1842    -4.759167    0.26097328E+02
1843    -4.758167    0.26426120E+02
1844    -4.757167    0.26758826E+02
1845    -4.756167    0.27095527E+02
1846    -4.755167    0.27436303E+02
1847    -4.754167    0.27781239E+02
1848    -4.753167    0.28130421E+02
1849    -4.752167    0.28483936E+02
1850    -4.751167    0.28841876E+02
1851    -4.750167    0.29204333E+02
1852    -4.749167    0.29571402E+02
1853    -4.748167    0.29943181E+02
1854    -4.747167    0.30319769E+02
1855    -4.746167    0.30701269E+02
1856    -4.745167    0.31087785E+02
1857    -4.744167    0.31479424E+02
1858    -4.743167    0.31876297E+02
1859    -4.742167    0.32278514E+02
1860    -4.741167    0.32686191E+02
1861    -4.740167    0.33099446E+02
1862    -4.739167    0.33518397E+02
1863    -4.738167    0.33943167E+02
1864    -4.737167    0.34373882E+02
1865    -4.736167    0.34810669E+02
1866    -4.735167    0.35253658E+02
1867    -4.734167    0.35702983E+02
1868    -4.733167    0.36158779E+02
1869    -4.732167    0.36621185E+02
1870    -4.731167    0.37090342E+02
1871    -4.730167    0.37566393E+02
1872    -4.729167    0.38049486E+02
1873    -4.728167    0.38539770E+02
1874    -4.727167    0.39037396E+02
1875    -4.726167    0.39542519E+02
1876    -4.725167    0.40055296E+02
1877    -4.724167    0.40575888E+02
1878    -4.723167    0.41104456E+02
1879    -4.722167    0.41641165E+02
1880    -4.721167    0.42186183E+02
1881    -4.720167    0.42739680E+02
1882    -4.719167    0.43301827E+02
1883    -4.718167    0.43872799E+02
1884    -4.717167    0.44452772E+02
1885    -4.716167    0.45041925E+02
1886    -4.715167    0.45640438E+02
1887    -4.714167    0.46248494E+02
1888    -4.713167    0.46866276E+02
1889    -4.712167    0.47493971E+02
1890    -4.711167    0.48131764E+02
1891    -4.710167    0.48779845E+02
1892    -4.709167    0.49438401E+02
1893    -4.708167    0.50107624E+02
1894    -4.707167    0.50787703E+02
1895    -4.706167    0.51478829E+02
1896    -4.705167    0.52181194E+02
1897    -4.704167    0.52894987E+02
1898    -4.703167    0.53620398E+02
1899    -4.702167    0.54357618E+02
1900    -4.701167    0.55106835E+02
1901    -4.700167    0.55868234E+02
1902    -4.699167    0.56642002E+02
1903    -4.698167    0.57428320E+02
1904    -4.697167    0.58227369E+02
1905    -4.696167    0.59039325E+02
1906    -4.695167    0.59864362E+02
1907    -4.694167    0.60702650E+02
1908    -4.693167    0.61554353E+02
1909    -4.692167    0.62419631E+02
1910    -4.691167    0.63298639E+02
1911    -4.690167    0.64191525E+02
1912    -4.689167    0.65098432E+02
1913    -4.688167    0.66019494E+02
1914    -4.687167    0.66954838E+02
1915    -4.686167    0.67904582E+02
1916    -4.685167    0.68868838E+02
1917    -4.684167    0.69847703E+02
1918    -4.683167    0.70841270E+02
1919    -4.682167    0.71849616E+02
1920    -4.681167    0.72872809E+02
1921    -4.680167    0.73910905E+02
1922    -4.679167    0.74963946E+02
1923    -4.678167    0.76031961E+02
1924    -4.677167    0.77114965E+02
1925    -4.676167    0.78212959E+02
1926    -4.675167    0.79325926E+02
1927    -4.674167    0.80453836E+02
1928    -4.673167    0.81596640E+02
1929    -4.672167    0.82754273E+02
1930    -4.671167    0.83926651E+02
1931    -4.670167    0.85113673E+02
1932    -4.669167    0.86315217E+02
1933    -4.668167    0.87531143E+02
1934    -4.667167    0.88761291E+02
1935    -4.666167    0.90005479E+02
1936    -4.665167    0.91263507E+02
1937    -4.664167    0.92535150E+02
1938    -4.663167    0.93820166E+02
1939    -4.662167    0.95118286E+02
1940    -4.661167    0.96429225E+02
1941    -4.660167    0.97752670E+02
1942    -4.659167    0.99088290E+02
1943    -4.658167    0.10043573E+03
1944    -4.657167    0.10179461E+03
1945    -4.656167    0.10316454E+03
1946    -4.655167    0.10454510E+03
1947    -4.654167    0.10593584E+03
1948    -4.653167    0.10733629E+03
1949    -4.652167    0.10874599E+03
1950    -4.651167    0.11016442E+03
1951    -4.650167    0.11159106E+03
1952    -4.649167    0.11302536E+03
1953    -4.648167    0.11446678E+03
1954    -4.647167    0.11591472E+03
1955    -4.646167    0.11736861E+03
1956    -4.645167    0.11882782E+03
1957    -4.644167    0.12029173E+03
1958    -4.643167    0.12175972E+03
1959    -4.642167    0.12323112E+03
1960    -4.641167    0.12470528E+03
1961    -4.640167    0.12618154E+03
1962    -4.639167    0.12765920E+03
1963    -4.638167    0.12913760E+03
1964    -4.637167    0.13061604E+03
1965    -4.636167    0.13209383E+03
1966    -4.635167    0.13357026E+03
1967    -4.634167    0.13504465E+03
1968    -4.633167    0.13651629E+03
1969    -4.632167    0.13798449E+03
1970    -4.631167    0.13944856E+03
1971    -4.630167    0.14090780E+03
1972    -4.629167    0.14236152E+03
1973    -4.628167    0.14380906E+03
1974    -4.627167    0.14524973E+03
1975    -4.626167    0.14668288E+03
1976    -4.625167    0.14810784E+03
1977    -4.624167    0.14952398E+03
1978    -4.623167    0.15093065E+03
1979    -4.622167    0.15232724E+03
1980    -4.621167    0.15371314E+03
1981    -4.620167    0.15508773E+03
1982    -4.619167    0.15645042E+03
1983    -4.618167    0.15780065E+03
1984    -4.617167    0.15913784E+03
1985    -4.616167    0.16046143E+03
1986    -4.615167    0.16177088E+03
1987    -4.614167    0.16306564E+03
1988    -4.613167    0.16434518E+03
1989    -4.612167    0.16560899E+03
1990    -4.611167    0.16685654E+03
1991    -4.610167    0.16808732E+03
1992    -4.609167    0.16930082E+03
1993    -4.608167    0.17049654E+03
1994    -4.607167    0.17167396E+03
1995    -4.606167    0.17283257E+03
1996    -4.605167    0.17397185E+03
1997    -4.604167    0.17509129E+03
1998    -4.603167    0.17619036E+03
1999    -4.602167    0.17726852E+03
2000    -4.601167    0.17832521E+03
2001    -4.600167    0.17935986E+03
2002    -4.599167    0.18037190E+03
2003    -4.598167    0.18136072E+03
2004    -4.597167    0.18232569E+03
2005    -4.596167    0.18326618E+03
2006    -4.595167    0.18418151E+03
2007    -4.594167    0.18507098E+03
2008    -4.593167    0.18593387E+03
2009    -4.592167    0.18676944E+03
2010    -4.591167    0.18757689E+03
2011    -4.590167    0.18835542E+03
2012    -4.589167    0.18910418E+03
2013    -4.588167    0.18982231E+03
2014    -4.587167    0.19050889E+03
2015    -4.586167    0.19116299E+03
2016    -4.585167    0.19178364E+03
2017    -4.584167    0.19236986E+03
2018    -4.583167    0.19292063E+03
2019    -4.582167    0.19343489E+03
2020    -4.581167    0.19391159E+03
2021    -4.580167    0.19434964E+03
2022    -4.579167    0.19474793E+03
2023    -4.578167    0.19510535E+03
2024    -4.577167    0.19542077E+03
2025    -4.576167    0.19569307E+03
2026    -4.575167    0.19592110E+03
2027    -4.574167    0.19610376E+03
2028    -4.573167    0.19623991E+03
2029    -4.572167    0.19632845E+03
2030    -4.571167    0.19636831E+03
2031    -4.570167    0.19635842E+03
2032    -4.569167    0.19629777E+03
2033    -4.568167    0.19618538E+03
2034    -4.567167    0.19602029E+03
2035    -4.566167    0.19580162E+03
2036    -4.565167    0.19552854E+03
2037    -4.564167    0.19520028E+03
2038    -4.563167    0.19481614E+03
2039    -4.562167    0.19437549E+03
2040    -4.561167    0.19387779E+03
2041    -4.560167    0.19332258E+03
2042    -4.559167    0.19270949E+03
2043    -4.558167    0.19203824E+03
2044    -4.557167    0.19130866E+03
2045    -4.556167    0.19052067E+03
2046    -4.555167    0.18967432E+03
2047    -4.554167    0.18876974E+03
2048    -4.553167    0.18780718E+03
2049    -4.552167    0.18678701E+03
2050    -4.551167    0.18570971E+03
2051    -4.550167    0.18457588E+03
2052    -4.549167    0.18338622E+03
2053    -4.548167    0.18214155E+03
2054    -4.547167    0.18084280E+03
2055    -4.546167    0.17949103E+03
2056    -4.545167    0.17808736E+03
2057    -4.544167    0.17663307E+03
2058    -4.543167    0.17512950E+03
2059    -4.542167    0.17357810E+03
2060    -4.541167    0.17198042E+03
2061    -4.540167    0.17033808E+03
2062    -4.539167    0.16865279E+03
2063    -4.538167    0.16692634E+03
2064    -4.537167    0.16516058E+03
2065    -4.536167    0.16335743E+03
2066    -4.535167    0.16151886E+03
2067    -4.534167    0.15964689E+03
2068    -4.533167    0.15774359E+03
2069    -4.532167    0.15581106E+03
2070    -4.531167    0.15385142E+03
2071    -4.530167    0.15186683E+03
2072    -4.529167    0.14985944E+03
2073    -4.528167    0.14783143E+03
2074    -4.527167    0.14578498E+03
2075    -4.526167    0.14372224E+03
2076    -4.525167    0.14164537E+03
2077    -4.524167    0.13955651E+03
2078    -4.523167    0.13745777E+03
2079    -4.522167    0.13535122E+03
2080    -4.521167    0.13323892E+03
2081    -4.520167    0.13112287E+03
2082    -4.519167    0.12900503E+03
2083    -4.518167    0.12688732E+03
2084    -4.517167    0.12477160E+03
2085    -4.516167    0.12265968E+03
2086    -4.515167    0.12055330E+03
2087    -4.514167    0.11845414E+03
2088    -4.513167    0.11636383E+03
2089    -4.512167    0.11428392E+03
2090    -4.511167    0.11221589E+03
2091    -4.510167    0.11016118E+03
2092    -4.509167    0.10812113E+03
2093    -4.508167    0.10609700E+03
2094    -4.507167    0.10409003E+03
2095    -4.506167    0.10210133E+03
2096    -4.505167    0.10013198E+03
2097    -4.504167    0.98182968E+02
2098    -4.503167    0.96255229E+02
2099    -4.502167    0.94349618E+02
2100    -4.501167    0.92466926E+02
2101    -4.500167    0.90607879E+02
2102    -4.499167    0.88773136E+02
2103    -4.498167    0.86963296E+02
2104    -4.497167    0.85178895E+02
2105    -4.496167    0.83420410E+02
2106    -4.495167    0.81688260E+02
2107    -4.494167    0.79982809E+02
2108    -4.493167    0.78304368E+02
2109    -4.492167    0.76653195E+02
2110    -4.491167    0.75029502E+02
2111    -4.490167    0.73433450E+02
2112    -4.489167    0.71865159E+02
2113    -4.488167    0.70324704E+02
2114    -4.487167    0.68812120E+02
2115    -4.486167    0.67327404E+02
2116    -4.485167    0.65870517E+02
2117    -4.484167    0.64441386E+02
2118    -4.483167    0.63039906E+02
2119    -4.482167    0.61665942E+02
2120    -4.481167    0.60319331E+02
2121    -4.480167    0.58999884E+02
2122    -4.479167    0.57707388E+02
2123    -4.478167    0.56441608E+02
2124    -4.477167    0.55202288E+02
2125    -4.476167    0.53989153E+02
2126    -4.475167    0.52801911E+02
2127    -4.474167    0.51640255E+02
2128    -4.473167    0.50503863E+02
2129    -4.472167    0.49392400E+02
2130    -4.471167    0.48305520E+02
2131    -4.470167    0.47242868E+02
2132    -4.469167    0.46204078E+02
2133    -4.468167    0.45188778E+02
2134    -4.467167    0.44196589E+02
2135    -4.466167    0.43227126E+02
2136    -4.465167    0.42279999E+02
2137    -4.464167    0.41354817E+02
2138    -4.463167    0.40451182E+02
2139    -4.462167    0.39568699E+02
2140    -4.461167    0.38706968E+02
2141    -4.460167    0.37865590E+02
2142    -4.459167    0.37044166E+02
2143    -4.458167    0.36242297E+02
2144    -4.457167    0.35459588E+02
2145    -4.456167    0.34695642E+02
2146    -4.455167    0.33950069E+02
2147    -4.454167    0.33222477E+02
2148    -4.453167    0.32512480E+02
2149    -4.452167    0.31819696E+02
2150    -4.451167    0.31143746E+02
2151    -4.450167    0.30484254E+02
2152    -4.449167    0.29840851E+02
2153    -4.448167    0.29213172E+02
2154    -4.447167    0.28600855E+02
2155    -4.446167    0.28003546E+02
2156    -4.445167    0.27420894E+02
2157    -4.444167    0.26852555E+02
2158    -4.443167    0.26298191E+02
2159    -4.442167    0.25757467E+02
2160    -4.441167    0.25230057E+02
2161    -4.440167    0.24715639E+02
2162    -4.439167    0.24213897E+02
2163    -4.438167    0.23724522E+02
2164    -4.437167    0.23247211E+02
2165    -4.436167    0.22781664E+02
2166    -4.435167    0.22327591E+02
2167    -4.434167    0.21884706E+02
2168    -4.433167    0.21452730E+02
2169    -4.432167    0.21031387E+02
2170    -4.431167    0.20620412E+02
2171    -4.430167    0.20219540E+02
2172    -4.429167    0.19828517E+02
2173    -4.428167    0.19447091E+02
2174    -4.427167    0.19075018E+02
2175    -4.426167    0.18712059E+02
2176    -4.425167    0.18357979E+02
2177    -4.424167    0.18012552E+02
2178    -4.423167    0.17675553E+02
2179    -4.422167    0.17346765E+02
2180    -4.421167    0.17025976E+02
2181    -4.420167    0.16712979E+02
2182    -4.419167    0.16407572E+02
2183    -4.418167    0.16109558E+02
2184    -4.417167    0.15818744E+02
2185    -4.416167    0.15534942E+02
2186    -4.415167    0.15257970E+02
2187    -4.414167    0.14987651E+02
2188    -4.413167    0.14723809E+02
2189    -4.412167    0.14466275E+02
2190    -4.411167    0.14214885E+02
2191    -4.410167    0.13969477E+02
2192    -4.409167    0.13729896E+02
2193    -4.408167    0.13495987E+02
2194    -4.407167    0.13267603E+02
2195    -4.406167    0.13044598E+02
2196    -4.405167    0.12826832E+02
2197    -4.404167    0.12614166E+02
2198    -4.403167    0.12406468E+02
2199    -4.402167    0.12203605E+02
2200    -4.401167    0.12005452E+02
2201    -4.400167    0.11811885E+02
2202    -4.399167    0.11622784E+02
2203    -4.398167    0.11438030E+02
2204    -4.397167    0.11257510E+02
2205    -4.396167    0.11081113E+02
2206    -4.395167    0.10908731E+02
2207    -4.394167    0.10740257E+02
2208    -4.393167    0.10575591E+02
2209    -4.392167    0.10414631E+02
2210    -4.391167    0.10257280E+02
2211    -4.390167    0.10103445E+02
2212    -4.389167    0.99530320E+01
2213    -4.388167    0.98059524E+01
2214    -4.387167    0.96621187E+01
2215    -4.386167    0.95214459E+01
2216    -4.385167    0.93838512E+01
2217    -4.384167    0.92492543E+01
2218    -4.383167    0.91175767E+01
2219    -4.382167    0.89887423E+01
2220    -4.381167    0.88626767E+01
2221    -4.380167    0.87393077E+01
2222    -4.379167    0.86185651E+01
2223    -4.378167    0.85003804E+01
2224    -4.377167    0.83846869E+01
2225    -4.376167    0.82714199E+01
2226    -4.375167    0.81605162E+01
2227    -4.374167    0.80519145E+01
2228    -4.373167    0.79455549E+01
2229    -4.372167    0.78413793E+01
2230    -4.371167    0.77393311E+01
2231    -4.370167    0.76393551E+01
2232    -4.369167    0.75413978E+01
2233    -4.368167    0.74454070E+01
2234    -4.367167    0.73513318E+01
2235    -4.366167    0.72591228E+01
2236    -4.365167    0.71687320E+01
2237    -4.364167    0.70801125E+01
2238    -4.363167    0.69932188E+01
2239    -4.362167    0.69080064E+01
2240    -4.361167    0.68244323E+01
2241    -4.360167    0.67424546E+01
2242    -4.359167    0.66620322E+01
2243    -4.358167    0.65831255E+01
2244    -4.357167    0.65056959E+01
2245    -4.356167    0.64297055E+01
2246    -4.355167    0.63551179E+01
2247    -4.354167    0.62818973E+01
2248    -4.353167    0.62100091E+01
2249    -4.352167    0.61394195E+01
2250    -4.351167    0.60700958E+01
2251    -4.350167    0.60020059E+01
2252    -4.349167    0.59351188E+01
2253    -4.348167    0.58694043E+01
