#No.   Fermi energy(eV)   SHC((hbar/e)*S/cm)
 758    -2.725212    0.24170298E+03
 759    -2.724212    0.24208591E+03
 760    -2.723212    0.24259251E+03
 761    -2.722212    0.24339660E+03
 762    -2.721212    0.24309333E+03
 763    -2.720212    0.24287898E+03
 764    -2.719212    0.24416924E+03
 765    -2.718212    0.24409849E+03
 766    -2.717212    0.24458840E+03
 767    -2.716212    0.24554370E+03
 768    -2.715212    0.24588418E+03
 769    -2.714212    0.24641466E+03
 770    -2.713212    0.24713371E+03
 771    -2.712212    0.24703773E+03
 772    -2.711212    0.24806995E+03
 773    -2.710212    0.24877643E+03
 774    -2.709212    0.25590762E+03
 775    -2.708212    0.24995107E+03
 776    -2.707212    0.25042985E+03
 777    -2.706212    0.25077902E+03
 778    -2.705212    0.25139227E+03
 779    -2.704212    0.25167348E+03
 780    -2.703212    0.25224636E+03
 781    -2.702212    0.25306168E+03
 782    -2.701212    0.25455436E+03
 783    -2.700212    0.25480061E+03
 784    -2.699212    0.25584380E+03
 785    -2.698212    0.25696366E+03
 786    -2.697212    0.25765219E+03
 787    -2.696212    0.25799758E+03
 788    -2.695212    0.25941107E+03
 789    -2.694212    0.26037302E+03
 790    -2.693212    0.26221403E+03
 791    -2.692212    0.25314942E+03
 792    -2.691212    0.26215515E+03
 793    -2.690212    0.26653536E+03
 794    -2.689212    0.27017879E+03
 795    -2.688212    0.27280297E+03
 796    -2.687212    0.27493738E+03
 797    -2.686212    0.27649547E+03
 798    -2.685212    0.28069720E+03
 799    -2.684212    0.27923510E+03
 800    -2.683212    0.28273565E+03
 801    -2.682212    0.29029885E+03
 802    -2.681212    0.28605290E+03
 803    -2.680212    0.29785775E+03
 804    -2.679212    0.29822402E+03
 805    -2.678212    0.28925565E+03
 806    -2.677212    0.28986594E+03
 807    -2.676212    0.28566858E+03
 808    -2.675212    0.28667719E+03
 809    -2.674212    0.28786115E+03
 810    -2.673212    0.29235184E+03
 811    -2.672212    0.30095394E+03
 812    -2.671212    0.31435828E+03
 813    -2.670212    0.30533758E+03
 814    -2.669212    0.29278121E+03
 815    -2.668212    0.29143668E+03
 816    -2.667212    0.29151508E+03
 817    -2.666212    0.29263814E+03
 818    -2.665212    0.29628304E+03
 819    -2.664212    0.30138022E+03
 820    -2.663212    0.31668582E+03
 821    -2.662212    0.31113734E+03
 822    -2.661212    0.29558947E+03
 823    -2.660212    0.29735302E+03
 824    -2.659212    0.29797142E+03
 825    -2.658212    0.30018117E+03
 826    -2.657212    0.29360444E+03
 827    -2.656212    0.30386147E+03
 828    -2.655212    0.30316255E+03
 829    -2.654212    0.29856787E+03
 830    -2.653212    0.29708595E+03
 831    -2.652212    0.30422544E+03
 832    -2.651212    0.30398565E+03
 833    -2.650212    0.30209518E+03
 834    -2.649212    0.29619244E+03
 835    -2.648212    0.29352819E+03
 836    -2.647212    0.30123774E+03
 837    -2.646212    0.29409725E+03
 838    -2.645212    0.30428803E+03
 839    -2.644212    0.31277616E+03
 840    -2.643212    0.30920475E+03
 841    -2.642212    0.29211723E+03
 842    -2.641212    0.29175628E+03
 843    -2.640212    0.29656460E+03
 844    -2.639212    0.29547083E+03
 845    -2.638212    0.30801279E+03
 846    -2.637212    0.31932573E+03
 847    -2.636212    0.30677202E+03
 848    -2.635212    0.29283921E+03
 849    -2.634212    0.29690273E+03
 850    -2.633212    0.29679471E+03
 851    -2.632212    0.29278276E+03
 852    -2.631212    0.30868386E+03
 853    -2.630212    0.31357886E+03
 854    -2.629212    0.29428667E+03
 855    -2.628212    0.29449948E+03
 856    -2.627212    0.30062675E+03
 857    -2.626212    0.29839998E+03
 858    -2.625212    0.29829335E+03
 859    -2.624212    0.30145209E+03
 860    -2.623212    0.29513704E+03
 861    -2.622212    0.29472598E+03
 862    -2.621212    0.31711740E+03
 863    -2.620212    0.31378530E+03
 864    -2.619212    0.30151343E+03
 865    -2.618212    0.29716996E+03
 866    -2.617212    0.29677417E+03
 867    -2.616212    0.29452949E+03
 868    -2.615212    0.32939242E+03
 869    -2.614212    0.33128517E+03
 870    -2.613212    0.29752143E+03
 871    -2.612212    0.29757948E+03
 872    -2.611212    0.30883521E+03
 873    -2.610212    0.29841567E+03
 874    -2.609212    0.30912310E+03
 875    -2.608212    0.29773036E+03
 876    -2.607212    0.29802338E+03
 877    -2.606212    0.30892598E+03
 878    -2.605212    0.30982173E+03
 879    -2.604212    0.29849166E+03
 880    -2.603212    0.29868025E+03
 881    -2.602212    0.30141258E+03
 882    -2.601212    0.34134631E+03
 883    -2.600212    0.29970383E+03
 884    -2.599212    0.29982160E+03
 885    -2.598212    0.30198395E+03
 886    -2.597212    0.30413164E+03
 887    -2.596212    0.30102359E+03
 888    -2.595212    0.30080667E+03
 889    -2.594212    0.30179413E+03
 890    -2.593212    0.30594505E+03
 891    -2.592212    0.30123379E+03
 892    -2.591212    0.30139743E+03
 893    -2.590212    0.30178338E+03
 894    -2.589212    0.30200483E+03
 895    -2.588212    0.30201948E+03
 896    -2.587212    0.30215284E+03
 897    -2.586212    0.30228446E+03
 898    -2.585212    0.30252979E+03
 899    -2.584212    0.31966888E+03
 900    -2.583212    0.30254540E+03
 901    -2.582212    0.30310456E+03
 902    -2.581212    0.30350678E+03
 903    -2.580212    0.30271010E+03
 904    -2.579212    0.29217326E+03
 905    -2.578212    0.30373507E+03
 906    -2.577212    0.30313590E+03
 907    -2.576212    0.28218785E+03
 908    -2.575212    0.31850267E+03
 909    -2.574212    0.29006440E+03
 910    -2.573212    0.28719267E+03
 911    -2.572212    0.30785119E+03
 912    -2.571212    0.29819072E+03
 913    -2.570212    0.30785522E+03
 914    -2.569212    0.31836334E+03
 915    -2.568212    0.31713226E+03
 916    -2.567212    0.32583370E+03
 917    -2.566212    0.33780642E+03
 918    -2.565212    0.32808515E+03
 919    -2.564212    0.33651557E+03
 920    -2.563212    0.34906892E+03
 921    -2.562212    0.34091151E+03
 922    -2.561212    0.32994530E+03
 923    -2.560212    0.33074492E+03
 924    -2.559212    0.33289706E+03
 925    -2.558212    0.31140885E+03
 926    -2.557212    0.32404033E+03
 927    -2.556212    0.31490742E+03
 928    -2.555212    0.32920914E+03
 929    -2.554212    0.31031080E+03
 930    -2.553212    0.31837335E+03
 931    -2.552212    0.31092097E+03
 932    -2.551212    0.31151350E+03
 933    -2.550212    0.31188542E+03
 934    -2.549212    0.31255903E+03
 935    -2.548212    0.31319635E+03
 936    -2.547212    0.31358251E+03
 937    -2.546212    0.31359724E+03
 938    -2.545212    0.31352186E+03
 939    -2.544212    0.31339135E+03
 940    -2.543212    0.31290630E+03
 941    -2.542212    0.30909303E+03
 942    -2.541212    0.30686001E+03
 943    -2.540212    0.22930525E+03
 944    -2.539212    0.28081390E+03
 945    -2.538212    0.26237369E+03
 946    -2.537212    0.28228015E+03
 947    -2.536212    0.31003746E+03
 948    -2.535212    0.27406262E+03
 949    -2.534212    0.27457687E+03
 950    -2.533212    0.24072275E+03
 951    -2.532212    0.13184117E+03
 952    -2.531212    0.29043231E+03
 953    -2.530212    0.31167951E+03
 954    -2.529212    0.31238326E+03
 955    -2.528212    0.31170184E+03
 956    -2.527212    0.34146129E+03
 957    -2.526212    0.28625210E+03
 958    -2.525212    0.28724593E+03
 959    -2.524212    0.37622073E+03
 960    -2.523212    0.26387598E+03
 961    -2.522212    0.22939581E+03
 962    -2.521212    0.28255666E+03
 963    -2.520212    0.31967285E+03
 964    -2.519212    0.31914380E+03
 965    -2.518212    0.37459100E+03
 966    -2.517212    0.31741957E+03
 967    -2.516212    0.31960963E+03
 968    -2.515212    0.32599183E+03
 969    -2.514212    0.32796332E+03
 970    -2.513212    0.27733122E+03
 971    -2.512212    0.28147431E+03
 972    -2.511212    0.32686401E+03
 973    -2.510212    0.32027669E+03
 974    -2.509212    0.31166654E+03
 975    -2.508212    0.31218770E+03
 976    -2.507212    0.32645031E+03
 977    -2.506212    0.32764282E+03
 978    -2.505212    0.32795212E+03
 979    -2.504212    0.32850964E+03
 980    -2.503212    0.32892080E+03
 981    -2.502212    0.33056181E+03
 982    -2.501212    0.32994853E+03
 983    -2.500212    0.33085662E+03
 984    -2.499212    0.33142133E+03
 985    -2.498212    0.33401792E+03
 986    -2.497212    0.33507732E+03
 987    -2.496212    0.20409861E+03
 988    -2.495212    0.33669694E+03
 989    -2.494212    0.33756469E+03
 990    -2.493212    0.33676202E+03
 991    -2.492212    0.33661477E+03
 992    -2.491212    0.33668672E+03
 993    -2.490212    0.33755212E+03
 994    -2.489212    0.33729814E+03
 995    -2.488212    0.33701889E+03
 996    -2.487212    0.33685670E+03
 997    -2.486212    0.33666474E+03
 998    -2.485212    0.33642369E+03
 999    -2.484212    0.33634754E+03
1000    -2.483212    0.33623114E+03
1001    -2.482212    0.33469995E+03
1002    -2.481212    0.33476558E+03
1003    -2.480212    0.33584832E+03
1004    -2.479212    0.33555528E+03
1005    -2.478212    0.33561324E+03
1006    -2.477212    0.33469164E+03
1007    -2.476212    0.33518629E+03
1008    -2.475212    0.33499517E+03
1009    -2.474212    0.33491488E+03
1010    -2.473212    0.33475058E+03
1011    -2.472212    0.33469884E+03
1012    -2.471212    0.33456794E+03
1013    -2.470212    0.33454302E+03
1014    -2.469212    0.33442385E+03
1015    -2.468212    0.33421078E+03
1016    -2.467212    0.33393787E+03
1017    -2.466212    0.33379436E+03
1018    -2.465212    0.33364004E+03
1019    -2.464212    0.33356082E+03
1020    -2.463212    0.33350414E+03
1021    -2.462212    0.33344874E+03
1022    -2.461212    0.33326526E+03
1023    -2.460212    0.33320619E+03
1024    -2.459212    0.33317803E+03
1025    -2.458212    0.33310796E+03
1026    -2.457212    0.33287955E+03
1027    -2.456212    0.33286682E+03
1028    -2.455212    0.33286784E+03
1029    -2.454212    0.33277589E+03
1030    -2.453212    0.33279776E+03
1031    -2.452212    0.33269019E+03
1032    -2.451212    0.33252624E+03
1033    -2.450212    0.33225964E+03
1034    -2.449212    0.33227815E+03
1035    -2.448212    0.33245221E+03
1036    -2.447212    0.33236633E+03
1037    -2.446212    0.33231701E+03
1038    -2.445212    0.33229956E+03
1039    -2.444212    0.33215308E+03
1040    -2.443212    0.33221075E+03
1041    -2.442212    0.33219431E+03
1042    -2.441212    0.33223671E+03
1043    -2.440212    0.33057285E+03
1044    -2.439212    0.33063594E+03
1045    -2.438212    0.33233904E+03
1046    -2.437212    0.33239626E+03
1047    -2.436212    0.33199968E+03
1048    -2.435212    0.33208213E+03
1049    -2.434212    0.33226429E+03
1050    -2.433212    0.33164383E+03
1051    -2.432212    0.33174822E+03
1052    -2.431212    0.33205642E+03
1053    -2.430212    0.33316327E+03
1054    -2.429212    0.33319820E+03
1055    -2.428212    0.33327808E+03
1056    -2.427212    0.30004799E+03
1057    -2.426212    0.33350002E+03
1058    -2.425212    0.33367033E+03
1059    -2.424212    0.33378048E+03
1060    -2.423212    0.33401033E+03
1061    -2.422212    0.31674817E+03
1062    -2.421212    0.33008995E+03
1063    -2.420212    0.33405240E+03
1064    -2.419212    0.33427241E+03
1065    -2.418212    0.33337002E+03
1066    -2.417212    0.33349665E+03
1067    -2.416212    0.33279589E+03
1068    -2.415212    0.33244284E+03
1069    -2.414212    0.33292639E+03
1070    -2.413212    0.33308030E+03
1071    -2.412212    0.33502417E+03
1072    -2.411212    0.33518790E+03
1073    -2.410212    0.31195181E+03
1074    -2.409212    0.28680824E+03
1075    -2.408212    0.31059254E+03
1076    -2.407212    0.33609478E+03
1077    -2.406212    0.33630113E+03
1078    -2.405212    0.32898964E+03
1079    -2.404212    0.22502406E+03
1080    -2.403212    0.33058754E+03
1081    -2.402212    0.33617483E+03
1082    -2.401212    0.33581681E+03
1083    -2.400212    0.33447152E+03
1084    -2.399212    0.33465852E+03
1085    -2.398212    0.33307389E+03
1086    -2.397212    0.33332743E+03
1087    -2.396212    0.33324028E+03
1088    -2.395212    0.33379766E+03
1089    -2.394212    0.33812982E+03
1090    -2.393212    0.33851426E+03
1091    -2.392212    0.29570132E+03
1092    -2.391212    0.26368731E+03
1093    -2.390212    0.30003421E+03
1094    -2.389212    0.33965867E+03
1095    -2.388212    0.33984323E+03
1096    -2.387212    0.33434906E+03
1097    -2.386212    0.26704669E+03
1098    -2.385212    0.33101509E+03
1099    -2.384212    0.33709077E+03
1100    -2.383212    0.33940996E+03
1101    -2.382212    0.33824099E+03
1102    -2.381212    0.33905189E+03
1103    -2.380212    0.33902559E+03
1104    -2.379212    0.33414589E+03
1105    -2.378212    0.32927339E+03
1106    -2.377212    0.33600386E+03
1107    -2.376212    0.34335879E+03
1108    -2.375212    0.34408285E+03
1109    -2.374212    0.30423246E+03
1110    -2.373212    0.25612839E+03
1111    -2.372212    0.32822394E+03
1112    -2.371212    0.34526492E+03
1113    -2.370212    0.34372584E+03
1114    -2.369212    0.33626019E+03
1115    -2.368212    0.33497418E+03
1116    -2.367212    0.34251335E+03
1117    -2.366212    0.34283952E+03
1118    -2.365212    0.34341561E+03
1119    -2.364212    0.34566626E+03
1120    -2.363212    0.34772380E+03
1121    -2.362212    0.29080724E+03
1122    -2.361212    0.29131609E+03
1123    -2.360212    0.32128219E+03
1124    -2.359212    0.35062166E+03
1125    -2.358212    0.35264974E+03
1126    -2.357212    0.32420425E+03
1127    -2.356212    0.32374574E+03
1128    -2.355212    0.35201810E+03
1129    -2.354212    0.35158021E+03
1130    -2.353212    0.35095812E+03
1131    -2.352212    0.35194123E+03
1132    -2.351212    0.35239166E+03
1133    -2.350212    0.31120782E+03
1134    -2.349212    0.33321511E+03
1135    -2.348212    0.35205617E+03
1136    -2.347212    0.35199746E+03
1137    -2.346212    0.34896656E+03
1138    -2.345212    0.32946218E+03
1139    -2.344212    0.35014239E+03
1140    -2.343212    0.35018110E+03
1141    -2.342212    0.35031221E+03
1142    -2.341212    0.35423870E+03
1143    -2.340212    0.35773075E+03
1144    -2.339212    0.28051848E+03
1145    -2.338212    0.34870911E+03
1146    -2.337212    0.35512085E+03
1147    -2.336212    0.35396503E+03
1148    -2.335212    0.35073420E+03
1149    -2.334212    0.35062820E+03
1150    -2.333212    0.35309082E+03
1151    -2.332212    0.35332199E+03
1152    -2.331212    0.35399212E+03
1153    -2.330212    0.33346174E+03
1154    -2.329212    0.35363492E+03
1155    -2.328212    0.35504537E+03
1156    -2.327212    0.35489389E+03
1157    -2.326212    0.35500324E+03
1158    -2.325212    0.35104080E+03
1159    -2.324212    0.36134754E+03
1160    -2.323212    0.36919989E+03
1161    -2.322212    0.36739016E+03
1162    -2.321212    0.36141827E+03
1163    -2.320212    0.36135117E+03
1164    -2.319212    0.36130552E+03
1165    -2.318212    0.36132530E+03
1166    -2.317212    0.35229039E+03
1167    -2.316212    0.36039692E+03
1168    -2.315212    0.36109161E+03
1169    -2.314212    0.36139209E+03
1170    -2.313212    0.36177298E+03
1171    -2.312212    0.36217494E+03
1172    -2.311212    0.36257201E+03
1173    -2.310212    0.36347234E+03
1174    -2.309212    0.36333351E+03
1175    -2.308212    0.36315515E+03
1176    -2.307212    0.36193735E+03
1177    -2.306212    0.37445145E+03
1178    -2.305212    0.37366980E+03
1179    -2.304212    0.37092676E+03
1180    -2.303212    0.34028517E+03
1181    -2.302212    0.24987666E+03
1182    -2.301212    0.27620080E+03
1183    -2.300212    0.30645272E+03
1184    -2.299212    0.32940990E+03
1185    -2.298212    0.37824426E+03
1186    -2.297212    0.37366417E+03
1187    -2.296212    0.37621081E+03
1188    -2.295212    0.37679334E+03
1189    -2.294212    0.38030904E+03
1190    -2.293212    0.37922889E+03
1191    -2.292212    0.38020713E+03
1192    -2.291212    0.38219402E+03
1193    -2.290212    0.38218923E+03
1194    -2.289212    0.38900525E+03
1195    -2.288212    0.39423262E+03
1196    -2.287212    0.39516698E+03
1197    -2.286212    0.39109274E+03
1198    -2.285212    0.39016719E+03
1199    -2.284212    0.39232464E+03
1200    -2.283212    0.38890909E+03
1201    -2.282212    0.38991786E+03
1202    -2.281212    0.39057004E+03
1203    -2.280212    0.39401647E+03
1204    -2.279212    0.39245862E+03
1205    -2.278212    0.39509866E+03
1206    -2.277212    0.39452634E+03
1207    -2.276212    0.39662582E+03
1208    -2.275212    0.39521540E+03
1209    -2.274212    0.39917645E+03
1210    -2.273212    0.39772124E+03
1211    -2.272212    0.40474011E+03
1212    -2.271212    0.40805412E+03
1213    -2.270212    0.41213413E+03
1214    -2.269212    0.40905924E+03
1215    -2.268212    0.41145781E+03
1216    -2.267212    0.40882941E+03
1217    -2.266212    0.41236022E+03
1218    -2.265212    0.41117219E+03
1219    -2.264212    0.41327644E+03
1220    -2.263212    0.41343978E+03
1221    -2.262212    0.41544007E+03
1222    -2.261212    0.41647108E+03
1223    -2.260212    0.41524005E+03
1224    -2.259212    0.41906602E+03
1225    -2.258212    0.41844694E+03
1226    -2.257212    0.41982676E+03
1227    -2.256212    0.42177043E+03
1228    -2.255212    0.42191532E+03
1229    -2.254212    0.42591750E+03
1230    -2.253212    0.42747297E+03
1231    -2.252212    0.42960737E+03
1232    -2.251212    0.42858487E+03
1233    -2.250212    0.42827738E+03
1234    -2.249212    0.43053685E+03
1235    -2.248212    0.43049306E+03
1236    -2.247212    0.43328995E+03
1237    -2.246212    0.43340592E+03
1238    -2.245212    0.43494082E+03
1239    -2.244212    0.43435554E+03
1240    -2.243212    0.43612260E+03
1241    -2.242212    0.43600082E+03
1242    -2.241212    0.43821387E+03
1243    -2.240212    0.43841996E+03
1244    -2.239212    0.43892453E+03
1245    -2.238212    0.44216461E+03
1246    -2.237212    0.44506050E+03
1247    -2.236212    0.44711928E+03
1248    -2.235212    0.46027345E+03
1249    -2.234212    0.44973707E+03
1250    -2.233212    0.45332800E+03
1251    -2.232212    0.45277164E+03
1252    -2.231212    0.45129631E+03
1253    -2.230212    0.45489789E+03
1254    -2.229212    0.45282865E+03
1255    -2.228212    0.45348541E+03
1256    -2.227212    0.45521589E+03
1257    -2.226212    0.45544715E+03
1258    -2.225212    0.45700638E+03
1259    -2.224212    0.45770446E+03
1260    -2.223212    0.45948853E+03
1261    -2.222212    0.46417524E+03
1262    -2.221212    0.46968054E+03
1263    -2.220212    0.47040498E+03
1264    -2.219212    0.47146081E+03
1265    -2.218212    0.46976296E+03
1266    -2.217212    0.46695182E+03
1267    -2.216212    0.46958955E+03
1268    -2.215212    0.46844376E+03
1269    -2.214212    0.47034764E+03
1270    -2.213212    0.47601208E+03
1271    -2.212212    0.48224849E+03
1272    -2.211212    0.48492983E+03
1273    -2.210212    0.47863507E+03
1274    -2.209212    0.47661727E+03
1275    -2.208212    0.47862937E+03
1276    -2.207212    0.47904300E+03
1277    -2.206212    0.48085202E+03
1278    -2.205212    0.48169061E+03
1279    -2.204212    0.48265018E+03
1280    -2.203212    0.48377785E+03
1281    -2.202212    0.48508913E+03
1282    -2.201212    0.48566556E+03
1283    -2.200212    0.48701278E+03
1284    -2.199212    0.48606461E+03
1285    -2.198212    0.48795671E+03
1286    -2.197212    0.48821018E+03
1287    -2.196212    0.48705006E+03
1288    -2.195212    0.48819389E+03
1289    -2.194212    0.48838677E+03
1290    -2.193212    0.48800369E+03
1291    -2.192212    0.48818939E+03
1292    -2.191212    0.48682782E+03
1293    -2.190212    0.48657277E+03
1294    -2.189212    0.48532248E+03
1295    -2.188212    0.47928479E+03
1296    -2.187212    0.50083277E+03
1297    -2.186212    0.48284654E+03
1298    -2.185212    0.49736104E+03
1299    -2.184212    0.49060376E+03
1300    -2.183212    0.48977763E+03
1301    -2.182212    0.48853425E+03
1302    -2.181212    0.49310583E+03
1303    -2.180212    0.48641339E+03
1304    -2.179212    0.49168386E+03
1305    -2.178212    0.48542043E+03
1306    -2.177212    0.48975169E+03
1307    -2.176212    0.48767236E+03
1308    -2.175212    0.49078243E+03
1309    -2.174212    0.48672321E+03
1310    -2.173212    0.48554768E+03
1311    -2.172212    0.48487548E+03
1312    -2.171212    0.47685499E+03
1313    -2.170212    0.48600022E+03
1314    -2.169212    0.48484061E+03
1315    -2.168212    0.48490684E+03
1316    -2.167212    0.48640265E+03
1317    -2.166212    0.48054758E+03
1318    -2.165212    0.48585533E+03
1319    -2.164212    0.48452730E+03
1320    -2.163212    0.48487113E+03
1321    -2.162212    0.48170222E+03
1322    -2.161212    0.48320919E+03
1323    -2.160212    0.48279553E+03
1324    -2.159212    0.48193060E+03
1325    -2.158212    0.48093794E+03
1326    -2.157212    0.48110895E+03
1327    -2.156212    0.48183727E+03
1328    -2.155212    0.48015545E+03
1329    -2.154212    0.47913937E+03
1330    -2.153212    0.48022301E+03
1331    -2.152212    0.48219962E+03
1332    -2.151212    0.47814927E+03
1333    -2.150212    0.47860650E+03
1334    -2.149212    0.47985767E+03
1335    -2.148212    0.47779652E+03
1336    -2.147212    0.47746414E+03
1337    -2.146212    0.47642400E+03
1338    -2.145212    0.47719150E+03
1339    -2.144212    0.47715045E+03
1340    -2.143212    0.47588401E+03
1341    -2.142212    0.47485794E+03
1342    -2.141212    0.45496260E+03
1343    -2.140212    0.47437053E+03
1344    -2.139212    0.47359923E+03
1345    -2.138212    0.46962109E+03
1346    -2.137212    0.47128840E+03
1347    -2.136212    0.47467916E+03
1348    -2.135212    0.47146378E+03
1349    -2.134212    0.46781934E+03
1350    -2.133212    0.47022609E+03
1351    -2.132212    0.47181047E+03
1352    -2.131212    0.44724338E+03
1353    -2.130212    0.46705953E+03
1354    -2.129212    0.46797120E+03
1355    -2.128212    0.46545463E+03
1356    -2.127212    0.46385116E+03
1357    -2.126212    0.46669218E+03
1358    -2.125212    0.46545601E+03
1359    -2.124212    0.46366252E+03
1360    -2.123212    0.46298570E+03
1361    -2.122212    0.46374419E+03
1362    -2.121212    0.45961414E+03
1363    -2.120212    0.44720868E+03
1364    -2.119212    0.46185282E+03
1365    -2.118212    0.45551505E+03
1366    -2.117212    0.45393359E+03
1367    -2.116212    0.45700265E+03
1368    -2.115212    0.45471782E+03
1369    -2.114212    0.45239162E+03
1370    -2.113212    0.45211402E+03
1371    -2.112212    0.44976326E+03
1372    -2.111212    0.44734094E+03
1373    -2.110212    0.43529637E+03
1374    -2.109212    0.43798899E+03
1375    -2.108212    0.44774159E+03
1376    -2.107212    0.43667972E+03
1377    -2.106212    0.43604287E+03
1378    -2.105212    0.44003892E+03
1379    -2.104212    0.43552472E+03
1380    -2.103212    0.43073429E+03
1381    -2.102212    0.42979264E+03
1382    -2.101212    0.42655866E+03
1383    -2.100212    0.41653552E+03
1384    -2.099212    0.41752554E+03
1385    -2.098212    0.41918921E+03
1386    -2.097212    0.41486698E+03
1387    -2.096212    0.41610710E+03
1388    -2.095212    0.41346434E+03
1389    -2.094212    0.41395312E+03
1390    -2.093212    0.40573997E+03
1391    -2.092212    0.40579595E+03
1392    -2.091212    0.39577025E+03
1393    -2.090212    0.40343897E+03
1394    -2.089212    0.39018330E+03
1395    -2.088212    0.38158764E+03
1396    -2.087212    0.38849819E+03
1397    -2.086212    0.39974193E+03
1398    -2.085212    0.37217290E+03
1399    -2.084212    0.37948023E+03
1400    -2.083212    0.36719721E+03
1401    -2.082212    0.36372695E+03
1402    -2.081212    0.36703845E+03
1403    -2.080212    0.37067596E+03
1404    -2.079212    0.35694051E+03
1405    -2.078212    0.32791611E+03
1406    -2.077212    0.35330156E+03
1407    -2.076212    0.35407704E+03
1408    -2.075212    0.34058319E+03
1409    -2.074212    0.34172081E+03
1410    -2.073212    0.35277731E+03
1411    -2.072212    0.35896897E+03
1412    -2.071212    0.35460186E+03
1413    -2.070212    0.34640316E+03
1414    -2.069212    0.35075475E+03
1415    -2.068212    0.35106085E+03
1416    -2.067212    0.35158779E+03
1417    -2.066212    0.34792341E+03
1418    -2.065212    0.33516435E+03
1419    -2.064212    0.33581127E+03
1420    -2.063212    0.33863509E+03
1421    -2.062212    0.33661373E+03
1422    -2.061212    0.32912327E+03
1423    -2.060212    0.32612152E+03
1424    -2.059212    0.33124201E+03
1425    -2.058212    0.32888490E+03
1426    -2.057212    0.30164363E+03
1427    -2.056212    0.32397483E+03
1428    -2.055212    0.32303368E+03
1429    -2.054212    0.32087804E+03
1430    -2.053212    0.31940607E+03
1431    -2.052212    0.31871794E+03
1432    -2.051212    0.31620515E+03
1433    -2.050212    0.31562022E+03
1434    -2.049212    0.30559837E+03
1435    -2.048212    0.29993473E+03
1436    -2.047212    0.30362865E+03
1437    -2.046212    0.29603956E+03
1438    -2.045212    0.30322840E+03
1439    -2.044212    0.30280937E+03
1440    -2.043212    0.29925390E+03
1441    -2.042212    0.28837040E+03
1442    -2.041212    0.29697701E+03
1443    -2.040212    0.29636183E+03
1444    -2.039212    0.29452394E+03
1445    -2.038212    0.29071341E+03
1446    -2.037212    0.28312899E+03
1447    -2.036212    0.28967050E+03
1448    -2.035212    0.27394870E+03
1449    -2.034212    0.26007248E+03
1450    -2.033212    0.26830228E+03
1451    -2.032212    0.24470047E+03
1452    -2.031212    0.27728316E+03
1453    -2.030212    0.26623360E+03
1454    -2.029212    0.27991954E+03
1455    -2.028212    0.27615616E+03
1456    -2.027212    0.26918966E+03
1457    -2.026212    0.26658770E+03
1458    -2.025212    0.28359624E+03
1459    -2.024212    0.29373721E+03
1460    -2.023212    0.27554174E+03
1461    -2.022212    0.28520803E+03
1462    -2.021212    0.26992315E+03
1463    -2.020212    0.26787214E+03
1464    -2.019212    0.26580498E+03
1465    -2.018212    0.25637627E+03
1466    -2.017212    0.25583251E+03
1467    -2.016212    0.25841201E+03
1468    -2.015212    0.26392979E+03
1469    -2.014212    0.25993802E+03
1470    -2.013212    0.25942744E+03
1471    -2.012212    0.25642633E+03
1472    -2.011212    0.25527699E+03
1473    -2.010212    0.25429649E+03
1474    -2.009212    0.25276573E+03
1475    -2.008212    0.25302008E+03
1476    -2.007212    0.25076462E+03
1477    -2.006212    0.24741207E+03
1478    -2.005212    0.24594817E+03
1479    -2.004212    0.24315841E+03
1480    -2.003212    0.24050953E+03
1481    -2.002212    0.23106209E+03
1482    -2.001212    0.24036812E+03
1483    -2.000212    0.24235195E+03
1484    -1.999212    0.23963152E+03
1485    -1.998212    0.22715145E+03
1486    -1.997212    0.23882619E+03
1487    -1.996212    0.23814594E+03
1488    -1.995212    0.23463062E+03
1489    -1.994212    0.23603802E+03
1490    -1.993212    0.23390721E+03
1491    -1.992212    0.23141372E+03
1492    -1.991212    0.21494223E+03
1493    -1.990212    0.22819416E+03
1494    -1.989212    0.22802491E+03
1495    -1.988212    0.22701741E+03
1496    -1.987212    0.22422030E+03
1497    -1.986212    0.21728862E+03
1498    -1.985212    0.22421284E+03
1499    -1.984212    0.21962557E+03
1500    -1.983212    0.21854261E+03
1501    -1.982212    0.22052500E+03
1502    -1.981212    0.21983170E+03
1503    -1.980212    0.22047779E+03
1504    -1.979212    0.21788261E+03
1505    -1.978212    0.21625259E+03
1506    -1.977212    0.21453507E+03
1507    -1.976212    0.21299866E+03
1508    -1.975212    0.21173622E+03
1509    -1.974212    0.21018125E+03
1510    -1.973212    0.21047013E+03
1511    -1.972212    0.20975872E+03
1512    -1.971212    0.17686573E+03
1513    -1.970212    0.19922541E+03
1514    -1.969212    0.20500291E+03
1515    -1.968212    0.20329271E+03
1516    -1.967212    0.20159257E+03
1517    -1.966212    0.20107636E+03
1518    -1.965212    0.20013938E+03
1519    -1.964212    0.19891708E+03
1520    -1.963212    0.19823897E+03
1521    -1.962212    0.19688588E+03
1522    -1.961212    0.19539095E+03
1523    -1.960212    0.19379485E+03
1524    -1.959212    0.19354509E+03
1525    -1.958212    0.19272353E+03
1526    -1.957212    0.18833878E+03
1527    -1.956212    0.18705437E+03
1528    -1.955212    0.17628158E+03
1529    -1.954212    0.18511690E+03
1530    -1.953212    0.18295412E+03
1531    -1.952212    0.17464862E+03
1532    -1.951212    0.18152349E+03
1533    -1.950212    0.18128011E+03
